ACCT 201, ELEM FINANCIAL ACCOUNTING, 3 Units, 01, 10833, NONE, NONE, NONE, SEM, MW, 8-9:15AM, OPEN, COB-140, Johnson D, Class instruction is: Face to Face - On Campus.
CECS 528, ADV ANALYSIS OF ALGORITHMS, 3 Units, 01, 9596, NONE, NONE, NONE, SEM, MW, 8-9:15AM, OPEN, ECS-105, Staff, Class instruction is: Face to Face - On Campus.
CECS 529, SEARCH ENGINE TECHNOLOGY, 3 Units, 01, 10567, NONE, NONE, NONE, SEM, TuTh, 3:30-4:45PM, OPEN, VEC-518, Staff, Class instruction is: Face to Face - On Campus.
CECS 530, ADV COMPUTER ARCHITECTURE I, 3 Units, 01, 7177, NONE, NONE, 310 1, SEM, Sa, 11-1:45PM, OPEN, HC-120, Staff, Class instruction is: Face to Face - On Campus.
CECS 543, ADVANCED SOFTWARE ENGINEERING, 3 Units, 01, 4955, NONE, NONE, 1, SEM, MW, 11-12:15PM, OPEN, HSCI-102, Staff, Class instruction is: Face to Face - On Campus.
CECS 550, PATTERN RECOGNITION, 3 Units, 01, 9354, NONE, NONE, NONE, SEM, MW, 3:30-4:45PM, OPEN, VEC-518, Staff, Class instruction is: Face to Face - On Campus.
CECS 551, ADV ARTIFICIAL INTELLIGENCE, 3 Units, 01, 9355, NONE, NONE, 311, SEM, F, 9-11:45AM, OPEN, HSCI-103, Staff, Class instruction is: Face to Face - On Campus.
CECS 552, COMPUTER SIMULATION & MODELING, 3 Units, 01, 7101, NONE, NONE, 310 1, SEM, Sa, 4-6:45PM, OPEN, ECS-407, Staff, Class instruction is: Face to Face - On Campus.
CECS 553, MACHINE VISION, 3 Units, 01, 9460, NONE, NONE, NONE, SEM, Sa, 2-4:45PM, OPEN, ECS-416, Staff, Class instruction is: Face to Face - On Campus.
CECS 574, TOPICS DISTRIBUTED COMPUTING, 3 Units, 03, 6131, NONE, NONE, 1, SEM, Sa, 8-10:30AM, OPEN, VEC-518, Staff, Class instruction is: Face to Face - On Campus.
CECS 575, OBJ ORIENTED ANALYSIS & DESIGN, 3 Units, 01, 9356, NONE, NONE, NONE, SEM, MW, 6:30-7:45PM, OPEN, ECS-105, Staff, Class instruction is: Face to Face - On Campus.
CECS 579, INFORMATION SECURITY, 3 Units, 01, 9357, NONE, NONE, NONE, SEM, Sa, 11-1:45PM, OPEN, VEC-518, Staff, Class instruction is: Face to Face - On Campus.
CECS 697, DIRECTED RESEARCH, 1-3 Units, 01, 7922, NONE, NONE, 1 3, SUP, TBA, NA, OPEN, ECS-552, Staff, nstructor Consent Required Class instruction is: Face to Face - On Campus.
CECS 697, DIRECTED RESEARCH, 1-3 Units, 16, 3887, NONE, NONE, 1 3 180, SUP, TBA, NA, OPEN, ECS-552, Staff, nstructor Consent Required Class instruction is: Face to Face - On Campus.
CECS 697, DIRECTED RESEARCH, 1-3 Units, 17, 4195, NONE, NONE, 1 3, SUP, TBA, NA, OPEN, ECS-552, Staff, nstructor Consent Required Class instruction is: Face to Face - On Campus.
CECS 697, DIRECTED RESEARCH, 1-3 Units, 18, 4196, NONE, NONE, 1 3, SUP, TBA, NA, OPEN, ECS-552, Staff, nstructor Consent Required Class instruction is: Face to Face - On Campus.
CECS 697, DIRECTED RESEARCH, 1-3 Units, 19, 4838, NONE, NONE, 1 3, SUP, TBA, NA, OPEN, ECS-552, Staff, nstructor Consent Required Class instruction is: Face to Face - On Campus.
CECS 697, DIRECTED RESEARCH, 1-3 Units, 20, 5033, NONE, NONE, 1 3, SUP, TBA, NA, OPEN, ECS-552, Staff, nstructor Consent Required Class instruction is: Face to Face - On Campus.
CECS 697, DIRECTED RESEARCH, 1-3 Units, 21, 5195, NONE, NONE, 1 3, SUP, TBA, NA, OPEN, ECS-552, Staff, nstructor Consent Required Class instruction is: Face to Face - On Campus.
CECS 697, DIRECTED RESEARCH, 1-3 Units, 22, 5495, NONE, NONE, 1 3, SUP, TBA, NA, OPEN, ECS-552, Staff, nstructor Consent Required Class instruction is: Face to Face - On Campus.
CECS 698, THESIS OR INDUSTRIAL PROJECT, 3-6 Units, 01, 1134, NONE, NONE, 8 180 1, SUP, TBA, NA, OPEN, ECS-552, Staff, epartment Consent Required Class instruction is: Face to Face - On Campus.
CECS 698, THESIS OR INDUSTRIAL PROJECT, 3-6 Units, 17, 3886, NONE, NONE, 1 3, SUP, TBA, NA, OPEN, ECS-552, Staff, epartment Consent Required Class instruction is: Face to Face - On Campus.
CECS 698, THESIS OR INDUSTRIAL PROJECT, 3-6 Units, 18, 4197, NONE, NONE, 1 3 8, SUP, TBA, NA, OPEN, ECS-552, Staff, epartment Consent Required Class instruction is: Face to Face - On Campus.
CECS 698, THESIS OR INDUSTRIAL PROJECT, 3-6 Units, 19, 4877, NONE, NONE, 1 3 8, SUP, TBA, NA, OPEN, ECS-552, Staff, epartment Consent Required Class instruction is: Face to Face - On Campus.
CECS 698, THESIS OR INDUSTRIAL PROJECT, 3-6 Units, 20, 5034, NONE, NONE, 1 8, SUP, TBA, NA, OPEN, ECS-552, Staff, epartment Consent Required Class instruction is: Face to Face - On Campus.
CECS 698, THESIS OR INDUSTRIAL PROJECT, 3-6 Units, 21, 5496, NONE, NONE, 1 8, SUP, TBA, NA, OPEN, ECS-552, Staff, epartment Consent Required Class instruction is: Face to Face - On Campus.
CECS 698, THESIS OR INDUSTRIAL PROJECT, 3-6 Units, 22, 5984, NONE, NONE, 1 8 180, SUP, TBA, NA, OPEN, ECS-552, Staff, epartment Consent Required Class instruction is: Face to Face - On Campus.
CECS 698, THESIS OR INDUSTRIAL PROJECT, 3-6 Units, 23, 6263, NONE, NONE, 1 3 8, SUP, TBA, NA, OPEN, ECS-552, Staff, epartment Consent Required Class instruction is: Face to Face - On Campus.
CEM 121, CONSTRUCTION DRAWING I, 2 Units, 01, 6796, NONE, NONE, NONE, LAB, MW, 7-9:45PM, OPEN, VEC-322, Staff, Class instruction is: Face to Face - On Campus.
CEM 121, CONSTRUCTION DRAWING I, 2 Units, 02, 9418, NONE, NONE, NONE, LAB, TuTh, 12:30-3:15PM, OPEN, VEC-322, Staff, Class instruction is: Face to Face - On Campus.
CEM 125, FUNDAMENTALS OF CONSTRUCTION, 3 Units, 01, 5597, NONE, NONE, NONE, SEM, Tu, 3:30-4:20PM, OPEN, VEC-322, Staff, Class instruction is: Face to Face - On Campus.
CEM 125, FUNDAMENTALS OF CONSTRUCTION, 3 Units, 02, 5598, NONE, NONE, NONE, ACT, Th, 3:30-5:20PM, OPEN, VEC-322, Staff, Class instruction is: Face to Face - On Campus.
CEM 125, FUNDAMENTALS OF CONSTRUCTION, 3 Units, 03, 10317, NONE, NONE, NONE, SEM, M, 10-11:50AM, OPEN, VEC-331, Goitom T, Class instruction is: Face to Face - On Campus.
CEM 125, FUNDAMENTALS OF CONSTRUCTION, 3 Units, 04, 10318, NONE, NONE, NONE, ACT, W, 10-11:50AM, OPEN, VEC-331, Goitom T, Class instruction is: Face to Face - On Campus.
CEM 200, CONCRETE CONSTRUCTION, 1 Unit, 01, 3261, NONE, NONE, NONE, SEM, M, 9-9:50AM, OPEN, VEC-115, Shehab T, Class instruction is: Face to Face - On Campus.
CEM 200L, CONCRETE CONSTRUCTION LAB, 1 Unit, 01, 3262, NONE, NONE, NONE, LAB, M, 10-12:45PM, OPEN, EN3-117, Shehab T, Class instruction is: Face to Face - On Campus.
CEM 200L, CONCRETE CONSTRUCTION LAB, 1 Unit, 02, 8156, NONE, NONE, NONE, LAB, F, 9:30-12:15PM, OPEN, EN3-117, Staff, Class instruction is: Face to Face - On Campus.
CEM 202, PROB & STAT CONSTRUC ENGR MGMT, 2 Units, 01, 4434, NONE, NONE, NONE, SEM, W, 9-9:50AM, OPEN, VEC-115, Staff, Class instruction is: Face to Face - On Campus.
CEM 202, PROB & STAT CONSTRUC ENGR MGMT, 2 Units, 02, 4435, NONE, NONE, NONE, ACT, W, 10-11:50AM, OPEN, VEC-115, Staff, Class instruction is: Face to Face - On Campus.
CEM 204, APPLIED MECHANICS-STATICS, 3 Units, 01, 1137, NONE, NONE, 1, SEM, Tu, 12:30-2:20PM, OPEN, VEC-419, Nguyen H, Class instruction is: Face to Face - On Campus.
CEM 204, APPLIED MECHANICS-STATICS, 3 Units, 02, 2936, NONE, NONE, NONE, ACT, Th, 12:30-2:20PM, OPEN, VEC-419, Nguyen H, Class instruction is: Face to Face - On Campus.
CEM 206, TRENDS CONSTRUCTION ENGR MGMT, 2 Units, 01, 6276, NONE, NONE, NONE, SEM, Tu, 6-6:50PM, OPEN, VEC-321, Staff, Class instruction is: Face to Face - On Campus.
CEM 206, TRENDS CONSTRUCTION ENGR MGMT, 2 Units, 02, 6277, NONE, NONE, NONE, LAB, Tu, 7-9:45PM, OPEN, VEC-321, Staff, Class instruction is: Face to Face - On Campus.
CEM 206, TRENDS CONSTRUCTION ENGR MGMT, 2 Units, 03, 9946, NONE, NONE, NONE, SEM, W, 6-6:50PM, OPEN, VEC-218, Staff, Class instruction is: Face to Face - On Campus.
CEM 206, TRENDS CONSTRUCTION ENGR MGMT, 2 Units, 04, 9947, NONE, NONE, NONE, LAB, W, 7-9:45PM, OPEN, VEC-218, Staff, Class instruction is: Face to Face - On Campus.
CEM 225, RES/LIGHT COM CONST PRAC & EST, 3 Units, 01, 5143, NONE, NONE, NONE, SEM, Tu, 12:30-2:20PM, OPEN, EN2-105, Staff, Class instruction is: Face to Face - On Campus.
CEM 225, RES/LIGHT COM CONST PRAC & EST, 3 Units, 02, 5144, NONE, NONE, NONE, ACT, Th, 12:30-2:20PM, OPEN, EN2-105, Staff, Class instruction is: Face to Face - On Campus.
CEM 304, APPL MECHANIC STRENGTH MATRLS, 2 Units, 01, 1138, NONE, NONE, 1, SEM, Tu, 3:30-4:20PM, OPEN, VEC-401, Nguyen H, Class instruction is: Face to Face - On Campus.
CEM 304, APPL MECHANIC STRENGTH MATRLS, 2 Units, 02, 4109, NONE, NONE, NONE, ACT, Th, 3-4:50PM, OPEN, VEC-401, Nguyen H, Class instruction is: Face to Face - On Campus.
CEM 315, CONSTRUCTION SAFETY, 2 Units, 01, 5152, NONE, NONE, NONE, SEM, M, 3-3:50PM, OPEN, VEC-321, Nasr E, Class instruction is: Face to Face - On Campus.
CEM 315, CONSTRUCTION SAFETY, 2 Units, 02, 5153, NONE, NONE, NONE, ACT, W, 3-4:50PM, OPEN, VEC-321, Nasr E, Class instruction is: Face to Face - On Campus.
CEM 324, COMM INSTL INDUST CON PRCT&EST, 3 Units, 01, 6165, NONE, NONE, NONE, SEM, W, 6-7:50PM, OPEN, EN2-107, Shehab T, Class instruction is: Face to Face - On Campus.
CEM 324, COMM INSTL INDUST CON PRCT&EST, 3 Units, 02, 6166, NONE, NONE, NONE, ACT, W, 8-9:50PM, OPEN, EN2-107, Shehab T, Class instruction is: Face to Face - On Campus.
CEM 335, SOIL MECHANICS TECHNOLOGY, 2 Units, 01, 7763, NONE, NONE, NONE, SEM, Tu, 3:30-5:20PM, OPEN, VEC-402, Staff, Class instruction is: Face to Face - On Campus.
CEM 335L, SOIL MACHANICS TECHNOLOGY LAB, 1 Unit, 01, 7764, NONE, NONE, 310, LAB, Tu, 6-8:45PM, OPEN, EN3-113, Staff, Class instruction is: Face to Face - On Campus.
CEM 335L, SOIL MACHANICS TECHNOLOGY LAB, 1 Unit, 02, 7970, NONE, NONE, NONE, LAB, W, 7-9:45PM, OPEN, EN3-113, Staff, Class instruction is: Face to Face - On Campus.
CEM 373, FUNDAMNTLS ALT PROJ DELIVERY, 3 Units, 01, 3450, NONE, NONE, NONE, SEM, M, 1-2:50PM, OPEN, VEC-322, Nasr E, Class instruction is: Face to Face - On Campus.
CEM 373, FUNDAMNTLS ALT PROJ DELIVERY, 3 Units, 02, 3451, NONE, NONE, NONE, ACT, W, 1-2:50PM, OPEN, VEC-322, Nasr E, Class instruction is: Face to Face - On Campus.
CEM 385, MECH ELECT PLUM EQUIP BUILD, 3 Units, 01, 9838, NONE, NONE, NONE, LEC, TuTh, 7-7:50PM, OPEN, VEC-331, Staff, Class instruction is: Face to Face - On Campus.
CEM 385, MECH ELECT PLUM EQUIP BUILD, 3 Units, 02, 9839, NONE, NONE, NONE, ACT, TuTh, 8-8:50PM, OPEN, VEC-331, Staff, Class instruction is: Face to Face - On Campus.
CEM 415, JOB SITE MGMT PROBLEM SOLVING, 1 Unit, 01, 9840, NONE, NONE, NONE, LAB, W, 7-9:45PM, OPEN, VEC-110, Staff, Class instruction is: Face to Face - On Campus.
CEM 421, CONSTR PLANNING SCHED & CONTR, 3 Units, 01, 2515, NONE, NONE, NONE, SEM, M, 6-7:50PM, OPEN, VEC-321, Nasr E, Class instruction is: Face to Face - On Campus.
CEM 421, CONSTR PLANNING SCHED & CONTR, 3 Units, 02, 2527, NONE, NONE, NONE, ACT, M, 8-9:50PM, OPEN, VEC-321, Nasr E, Class instruction is: Face to Face - On Campus.
CEM 421, CONSTR PLANNING SCHED & CONTR, 3 Units, 03, 10580, NONE, NONE, NONE, SEM, M, 6-7:50PM, OPEN, VEC-224, Staff, Class instruction is: Face to Face - On Campus.
CEM 421, CONSTR PLANNING SCHED & CONTR, 3 Units, 04, 10581, NONE, NONE, NONE, ACT, M, 8-9:50PM, OPEN, VEC-224, Staff, Class instruction is: Face to Face - On Campus.
CEM 424, EARTHWRK CIVIL WORK CONST PRAC, 3 Units, 01, 7761, NONE, NONE, NONE, SEM, W, 2-3:50PM, OPEN, VEC-516A, Balali V, Class instruction is: Face to Face - On Campus.
CEM 424, EARTHWRK CIVIL WORK CONST PRAC, 3 Units, 02, 7762, NONE, NONE, NONE, ACT, W, 4-5:50PM, OPEN, VEC-516A, Balali V, Class instruction is: Face to Face - On Campus.
CEM 426, BUSINESS & CONSTRUCTION LAW, 3 Units, 01, 4796, NONE, NONE, NONE, SEM, F, 1-3:45PM, OPEN, VEC-322, Staff, Class instruction is: Face to Face - On Campus.
CEM 429, ADV ESTIMATING & BIDDING, 3 Units, 01, 7752, NONE, NONE, 310, SEM, Th, 6-7:50PM, OPEN, VEC-224, Staff, Class instruction is: Face to Face - On Campus.
CEM 429, ADV ESTIMATING & BIDDING, 3 Units, 02, 7753, NONE, NONE, 310, ACT, Th, 8-9:50PM, OPEN, VEC-224, Staff, Class instruction is: Face to Face - On Campus.
CEM 429, ADV ESTIMATING & BIDDING, 3 Units, 03, 10582, NONE, NONE, NONE, SEM, Tu, 6-6:50PM, OPEN, VEC-218, Staff, Class instruction is: Face to Face - On Campus.
CEM 429, ADV ESTIMATING & BIDDING, 3 Units, 04, 10583, NONE, NONE, NONE, ACT, Tu, 7-9:45PM, OPEN, VEC-218, Staff, Class instruction is: Face to Face - On Campus.
CEM 437, STRUCTURAL BUILDING SYSTEMS, 3 Units, 01, 5461, NONE, NONE, NONE, SEM, Tu, 5-6:50PM, OPEN, VEC-519, Nguyen H, Class instruction is: Face to Face - On Campus.
CEM 437, STRUCTURAL BUILDING SYSTEMS, 3 Units, 02, 5462, NONE, NONE, NONE, ACT, Th, 5-6:50PM, OPEN, VEC-519, Nguyen H, Class instruction is: Face to Face - On Campus.
CEM 481, SUSTAINABILITY BUILT ENVIRONM, 3 Units, 01, 9211, NONE, NONE, NONE, SEM, Tu, 7-9:45PM, OPEN, VEC-322, Staff, Class instruction is: Face to Face - On Campus.
CEM 486, INFRASTRUCTURE MANAGEMENT, 3 Units, 01, 7520, NONE, NONE, NONE, SEM, W, 6-7:50PM, OPEN, VEC-516A, Staff, Class instruction is: Face to Face - On Campus.
CEM 486, INFRASTRUCTURE MANAGEMENT, 3 Units, 02, 7645, NONE, NONE, 310, ACT, W, 8-9:50PM, OPEN, VEC-516A, Staff, Class instruction is: Face to Face - On Campus.
CEM 490, CONSTRUCTN PROJECT MANAGEMENT, 3 Units, 01, 6204, NONE, NONE, NONE, SEM, Th, 6-7:50PM, OPEN, VEC-321, Balali V, Class instruction is: Face to Face - On Campus.
CEM 490, CONSTRUCTN PROJECT MANAGEMENT, 3 Units, 02, 6205, NONE, NONE, NONE, ACT, Th, 8-9:50PM, OPEN, VEC-321, Balali V, Class instruction is: Face to Face - On Campus.
CAFF 223, PERSONAL & FAMILY FINANCL MGMT, 3 Units, 01, 4248, NONE, NONE, 307, LEC, Tu, 9:30-10:45AM, OPEN, FCS-123, Ostlund A, Class instruction is: Hybrid (Face to Face & Online).
CAFF 223, PERSONAL & FAMILY FINANCL MGMT, 3 Units, 01, NONE, NONE, NONE, NONE, NONE, NA, NA, NONE, ONLINE-ONLY, Staff, additional meeting detail
CAFF 223, PERSONAL & FAMILY FINANCL MGMT, 3 Units, 02, 6474, NONE, NONE, 307, LEC, Tu, 11-12:15PM, OPEN, FCS-123, Ostlund A, Class instruction is: Hybrid (Face to Face & Online).
CAFF 223, PERSONAL & FAMILY FINANCL MGMT, 3 Units, 02, NONE, NONE, NONE, NONE, NONE, NA, NA, NONE, ONLINE-ONLY, Staff, additional meeting detail
CAFF 226, CONSUMER LIFE SKILLS, 3 Units, 01, 2018, NONE, NONE, 310, LEC, TuTh, 11-12:15PM, OPEN, ET-107, Robles D, Class instruction is: Face to Face - On Campus.
CAFF 226, CONSUMER LIFE SKILLS, 3 Units, 02, 7675, NONE, NONE, 310, LEC, TuTh, 12:30-1:45PM, OPEN, FCS-106, Kreysa P, Class instruction is: Face to Face - On Campus.
CAFF 228, HOUSING IN GLOBAL PERSPECTIVES, 3 Units, 01, 3701, NONE, NONE, 310, LEC, TuTh, 8-9:15AM, OPEN, FCS-106, Kreysa P, Class instruction is: Face to Face - On Campus.
CAFF 228, HOUSING IN GLOBAL PERSPECTIVES, 3 Units, 02, 4280, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, Fernandez M, Class instruction is: Asynch. Online-No Meet Times.
CAFF 240, REAL ESTATE PRINCIPLES, 3 Units, 01, 9809, NONE, NONE, NONE, LEC, Tu, 9:30-10:45AM, OPEN, EN2-105, Anthony K, Class instruction is: Hybrid (Face to Face & Online).
CAFF 240, REAL ESTATE PRINCIPLES, 3 Units, 01, NONE, NONE, NONE, NONE, NONE, NA, NA, NONE, ONLINE-ONLY, Staff, additional meeting detail
CAFF 241, REAL ESTATE PRACTICE, 3 Units, 01, 8612, NONE, NONE, NONE, LEC, Tu, 11-12:15PM, OPEN, VEC-419, Anthony K, Class instruction is: Hybrid (Face to Face & Online).
CAFF 241, REAL ESTATE PRACTICE, 3 Units, 01, NONE, NONE, NONE, NONE, NONE, NA, NA, NONE, ONLINE-ONLY, Anthony K, additional meeting detail
CAFF 242, MORTGAGE LOAN BROKERING/LENDNG, 3 Units, 01, 8613, NONE, NONE, NONE, LEC, Tu, 12:30-1:45PM, OPEN, EN2-107, Anthony K, Class instruction is: Hybrid (Face to Face & Online).
CAFF 242, MORTGAGE LOAN BROKERING/LENDNG, 3 Units, 01, NONE, NONE, NONE, NONE, NONE, NA, NA, NONE, ONLINE-ONLY, Anthony K, additional meeting detail
CAFF 299, INTRO FAMILY CONSUMER SCIENCES, 1 Unit, 01, 10828, NONE, NONE, 305, SEM, NA, NA, OPEN, ONLINE-ONLY, Engstrom Z, Class instruction is: Asynch. Online-No Meet Times.
CAFF 299, INTRO FAMILY CONSUMER SCIENCES, 1 Unit, 02, 10829, NONE, NONE, 305, SEM, NA, NA, OPEN, ONLINE-ONLY, Engstrom Z, Class instruction is: Asynch. Online-No Meet Times.
CAFF 305, WHAT HAPPENS IN VEGAS, 3 Units, 01, 5666, NONE, NONE, 310, LEC, TuTh, 9:30-10:45AM, OPEN, FCS-106, Kreysa P, lass instruction is: Face to Face - On Campus. Class offered with HM-305-01
CAFF 305, WHAT HAPPENS IN VEGAS, 3 Units, 02, 6472, NONE, NONE, 307, LEC, M, 1-3:15PM, OPEN, FCS-122, Koster B, lass instruction is: Hybrid (Face to Face & Online). Class offered with HM-305-02
CAFF 305, WHAT HAPPENS IN VEGAS, 3 Units, 02, NONE, NONE, NONE, NONE, NONE, NA, NA, NONE, ONLINE-ONLY, Staff, additional meeting detail
CAFF 305, WHAT HAPPENS IN VEGAS, 3 Units, 04, 7324, NONE, NONE, NONE, LEC, M, 12:30-1:45PM, OPEN, FCS-106, Joe S, lass instruction is: Hybrid (Face to Face & Online). Class offered with HM-305-04
CAFF 305, WHAT HAPPENS IN VEGAS, 3 Units, 04, NONE, NONE, NONE, NONE, NONE, NA, NA, NONE, ONLINE-ONLY, Staff, additional meeting detail
CAFF 305, WHAT HAPPENS IN VEGAS, 3 Units, 05, 7325, NONE, NONE, NONE, LEC, W, 12:30-1:45PM, OPEN, EN2-103, Joe S, lass instruction is: Hybrid (Face to Face & Online). Class offered with HM-305-05
CAFF 305, WHAT HAPPENS IN VEGAS, 3 Units, 05, NONE, NONE, NONE, NONE, NONE, NA, NA, NONE, ONLINE-ONLY, Staff, additional meeting detail
CAFF 305, WHAT HAPPENS IN VEGAS, 3 Units, 06, 7561, NONE, NONE, 307, LEC, W, 2-3:15PM, OPEN, HHS1-104, Joe S, lass instruction is: Hybrid (Face to Face & Online). Class offered with HM-305-06
CAFF 305, WHAT HAPPENS IN VEGAS, 3 Units, 06, NONE, NONE, NONE, NONE, NONE, NA, NA, NONE, ONLINE-ONLY, Staff, additional meeting detail
CAFF 305, WHAT HAPPENS IN VEGAS, 3 Units, 07, 7963, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, Yeh R, lass instruction is: Asynch. Online-No Meet Times. Class offered with HM-305-07
CAFF 305, WHAT HAPPENS IN VEGAS, 3 Units, 08, 9082, NONE, NONE, 309, LEC, Tu, 2-3:15PM, OPEN, ONLINE-ONLY, Joe S, lass instruction is: Online - Mixed Meet Times. Class offered with HM-305-08
CAFF 305, WHAT HAPPENS IN VEGAS, 3 Units, 08, NONE, NONE, NONE, NONE, NONE, NA, NA, NONE, ONLINE-ONLY, Joe S, additional meeting detail
CAFF 305, WHAT HAPPENS IN VEGAS, 3 Units, 09, 9810, NONE, NONE, NONE, LEC, NA, NA, OPEN, ONLINE-ONLY, Engstrom Z, lass instruction is: Asynch. Online-No Meet Times. Class offered with HM-305-09
CAFF 305, WHAT HAPPENS IN VEGAS, 3 Units, 10, 9811, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, Staff, lass instruction is: Asynch. Online-No Meet Times. Class offered with HM-305-10
CAFF 309, CONSUMER LEGAL & ECON ENVIRON, 3 Units, 01, 4526, NONE, NONE, 310, LEC, TuTh, 12:30-1:45PM, OPEN, COB-110, Giannone T, lass instruction is: Face to Face - On Campus. Class offered with BLAW-309-01
CAFF 321, FAMILY & CONSUMER RESRCE MGMT, 3 Units, 01, 1376, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, TrujilloCole L, Class instruction is: Asynch. Online-No Meet Times.
CAFF 321, FAMILY & CONSUMER RESRCE MGMT, 3 Units, 02, 2468, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, TrujilloCole L, Class instruction is: Asynch. Online-No Meet Times.
CAFF 321, FAMILY & CONSUMER RESRCE MGMT, 3 Units, 03, 2604, NONE, NONE, 307, LEC, M, 9:30-10:45AM, OPEN, FCS-136, Apostol J, Class instruction is: Hybrid (Face to Face & Online).
CAFF 321, FAMILY & CONSUMER RESRCE MGMT, 3 Units, 03, NONE, NONE, NONE, NONE, NONE, NA, NA, NONE, ONLINE-ONLY, Staff, additional meeting detail
CAFF 321, FAMILY & CONSUMER RESRCE MGMT, 3 Units, 04, 2723, NONE, NONE, 307, LEC, M, 12:30-1:45PM, OPEN, COB-122, Kepes N, Class instruction is: Hybrid (Face to Face & Online).
CAFF 321, FAMILY & CONSUMER RESRCE MGMT, 3 Units, 04, NONE, NONE, NONE, NONE, NONE, NA, NA, NONE, ONLINE-ONLY, Staff, additional meeting detail
CAFF 321, FAMILY & CONSUMER RESRCE MGMT, 3 Units, 05, 3101, NONE, NONE, 307, LEC, Tu, 8-9:15AM, OPEN, FCS-136, Apostol J, Class instruction is: Hybrid (Face to Face & Online).
CAFF 321, FAMILY & CONSUMER RESRCE MGMT, 3 Units, 05, NONE, NONE, NONE, NONE, NONE, NA, NA, NONE, ONLINE-ONLY, Staff, additional meeting detail
CAFF 321, FAMILY & CONSUMER RESRCE MGMT, 3 Units, 06, 3245, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, Ostlund A, Class instruction is: Asynch. Online-No Meet Times.
CAFF 321, FAMILY & CONSUMER RESRCE MGMT, 3 Units, 07, 3639, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, Ostlund A, Class instruction is: Asynch. Online-No Meet Times.
CAFF 321, FAMILY & CONSUMER RESRCE MGMT, 3 Units, 08, 3702, NONE, NONE, 307, LEC, W, 12:30-1:45PM, OPEN, FCS-106, Kepes N, Class instruction is: Hybrid (Face to Face & Online).
CAFF 321, FAMILY & CONSUMER RESRCE MGMT, 3 Units, 08, NONE, NONE, NONE, NONE, NONE, NA, NA, NONE, ONLINE-ONLY, Staff, additional meeting detail
CAFF 321, FAMILY & CONSUMER RESRCE MGMT, 3 Units, 09, 3808, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, Robles D, Class instruction is: Asynch. Online-No Meet Times.
CAFF 321, FAMILY & CONSUMER RESRCE MGMT, 3 Units, 10, 4000, NONE, NONE, 307, LEC, Th, 8-9:15AM, OPEN, FCS-122, Apostol J, Class instruction is: Hybrid (Face to Face & Online).
CAFF 321, FAMILY & CONSUMER RESRCE MGMT, 3 Units, 10, NONE, NONE, NONE, NONE, NONE, NA, NA, NONE, ONLINE-ONLY, Staff, additional meeting detail
CAFF 321, FAMILY & CONSUMER RESRCE MGMT, 3 Units, 11, 4015, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, Kepes N, Class instruction is: Asynch. Online-No Meet Times.
CAFF 321, FAMILY & CONSUMER RESRCE MGMT, 3 Units, 12, 4059, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, Kepes N, Class instruction is: Asynch. Online-No Meet Times.
CAFF 321, FAMILY & CONSUMER RESRCE MGMT, 3 Units, 13, 4147, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, Kepes N, Class instruction is: Asynch. Online-No Meet Times.
CAFF 321, FAMILY & CONSUMER RESRCE MGMT, 3 Units, 14, 9814, NONE, NONE, NONE, LEC, Tu, 9:30-10:45AM, OPEN, FCS-122, Staff, Class instruction is: Hybrid (Face to Face & Online).
CAFF 321, FAMILY & CONSUMER RESRCE MGMT, 3 Units, 14, NONE, NONE, NONE, NONE, NONE, NA, NA, NONE, ONLINE-ONLY, Staff, additional meeting detail
CAFF 322, FAMILY HOUSNG & URBAN COMMUNTY, 3 Units, 01, 3960, NONE, NONE, 310, SEM, TuTh, 12:30-1:45PM, OPEN, ET-107, Robles D, Class instruction is: Face to Face - On Campus.
CAFF 388, CNSMRS VS.TECHNLGY: WHO'S WNG, 3 Units, 01, 4528, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, TrujilloCole L, Class instruction is: Asynch. Online-No Meet Times.
CAFF 388, CNSMRS VS.TECHNLGY: WHO'S WNG, 3 Units, 02, 4529, NONE, NONE, 305, LEC, NA, NA, OPEN, ONLINE-ONLY, TrujilloCole L, Class instruction is: Asynch. Online-No Meet Times.
